MDCODIGO,MDNOME
90055144,CLORTALIDONA 50MG (CPR)                                                         
90102231,CLORTAMINA 50 MG/ML SOL. INJ.10 ML / BIOCHIMICO (ML)                            
90055217,CLOTRIMAZOL 10MG/G CREME VAG. 35G (UND)                                         
90055225,CLOTRIMAZOL 20MG/G CREME VAG. 20G (UND)                                         
90153391,"CLOTRIMAZOL+ACET. DEXAMETASONA 10MG/G+0,4MG/G CREME 40G (GRA)                   "
90067991,CLOXAZOLAM 1MG (CPR)                                                            
90068009,CLOXAZOLAM 2MG (CPR)                                                            
90068017,CLOXAZOLAM 4MG (CPR)                                                            
95401873,"COBAVITAL 0,8MG/ML FR. 98ML+4MG/G PÓ PREP. EXTEMP. 5G (UND)                     "
90001486,COBAVITAL 5 MG / (CP)                                                           
90169743,CODATEN 50MG+50MG (CPR)                                                         
90045572,CODEIN 30MG (CPR)                                                               
90045564,CODEIN 30MG/ML SOL. INJ. 2ML (AMP)                                              
90045580,CODEIN 3MG/ML SOL. ORAL FR. 120ML (ML)                                          
90045599,CODEIN 60MG (CPR)                                                               
90207653,CODEX 30MG+500MG (CPR)                                                          
90207661,"CODEX 7,5MG+500MG (CPR)                                                         "
90009029,"COLCHIS 0,5MG (CP)                                                              "
90009053,COLCHIS 1MG (CPR)                                                               
90194640,"COLÍRIO MOURA BRASIL 0,15MG/ML+0,3MG/ML SOL. OFT. 20ML (GTS)                    "
90025776,COLONAC 667 MG/ML XPE. FR. VD. X 120 ML (ML)                                    
90017064,COLPIST MT CREME VAG. BISN. 40G+APLICADOR (UND)                                 
90003411,COLPISTATIN CREME VAG. BISN. 40G.+APLICADOR (UND)                               
90194659,COLTRAX 2MG/ML SOL. INJ. 2ML (AMP)                                              
90194675,COLTRAX 4MG (CPR)                                                               
90006488,COMBIGAN 2MG/ML+5MG/ML SOL. OFT. FR. 10ML (GTS)                                 
90003454,COMBIRON  SOL. ORAL 120 ML / ACHE (ML)                                          
90003446,COMBIRON FÓLICO (CPR)                                                           
94140472,COMBIRON SOL. ORAL 30ML (GTS)                                                   
90032900,COMBIVENT 20MCG/50MCL+120MCG/50MCL AEROS. 10ML (DOSE)                           
90045610,COMPAZ 10MG (5MG/ML) SOL. INJ. 2ML (AMP)                                        
90169760,COMTAN 200MG (CPR)                                                              
90105664,CONCERTA 18MG (CPR)                                                             
90105672,CONCERTA 36MG (CPR)                                                             
90105680,CONCERTA 54MG (CPR)                                                             
90160126,"CONCOR 1,25MG (CPR)                                                             "
90160134,CONCOR 10MG (CPR)                                                               
90160150,"CONCOR 2,5MG (CPR)                                                              "
90160177,CONCOR 5MG (CPR)                                                                
90203119,COPAXONE 20MG/ML SOL. INJ. SER. PREENCH. 1ML (UND)                              
90126203,CORDAREX 10MG (CPR)                                                             
90126220,"CORDAREX 2,5MG (CPR)                                                            "
90126254,CORDAREX 5MG (CPR)                                                              
90162412,CO-RENITEC 10MG+25MG (CPR)                                                      
90162420,"CO-RENITEC 20MG+12,5MG (CPR)                                                    "
94175780,CORGARD 40MG (CPR)                                                              
94175772,CORGARD 80MG (CPR)                                                              
90025806,CORONAR 10MG/ML SOL. INJ. 1ML (AMP)                                             
90207734,CORTISONAL 100MG (UND)                                                          
90207769,CORTISONAL 500MG (UND)                                                          
90123301,"COSMEGEN 0,5MG PO LIOF. INJ. IV (UND)                                           "
90162447,COSOPT 20MG/ML+5MG/ML SOL. OFT. FR. 5ML (GTS)                                   
90035194,COUMADIN 1MG (CPR)                                                              
90035208,"COUMADIN 2,5MG (CPR)                                                            "
90035216,COUMADIN 5MG (CPR)                                                              
90134052,COVERSYL 4MG (CPR)                                                              
90134087,COVERSYL 8MG (CPR)                                                              
90134109,"COVERSYL PLUS 4MG+1,25MG (CPR)                                                  "
90162455,COZAAR 100MG (CPR)                                                              
90162463,"COZAAR 12,5MG (CPR)                                                             "
90162471,COZAAR 50MG (CPR)                                                               
90001524,CREON 10.000U (CAP)                                                             
90001559,CREON 25.000U (CAP)                                                             
90015649,CRESTOR 10MG (CPR)                                                              
90015673,CRESTOR 20MG (CPR)                                                              
94268118,CRIXIVAN 200MG (CPR)                                                            
90162501,CRIXIVAN 400MG (CPR)                                                            
90116933,CROMOGLICATO DISSÓDICO 40MG/ML SOL. NASAL 13ML (GTS)                            
90006496,CROMOLERG 2% SOL. OFT. 5ML (GTS)                                                
90006500,CROMOLERG 4% SOL. OFT. 5ML (GTS)                                                
90025849,"CRONOBE  5000MCG (2000MCG/ML) SOL. INJ. 2,5ML (AMP)                             "
90162510,CRONOMET 50MG+200MG (CPR)                                                       
90169786,CUBICIN 500 MG PÓ LIÓF. INJ. (UND)                                              
90039904,"CUROSURF 120MG SOL INJ 1,5ML (UND)                                              "
90039912,CUROSURF 240MG SOL INJ 3ML (UND)                                                
90259920,CUTISANOL PÓ TÓP. 150G (GRA)                                                    
90051181,CYMBALTA 30MG (CAP)                                                             
90051203,CYMBALTA 60 MG (CAP)                                                            
90184300,CYMEVENE 500MG PÓ LIOF. SOL. INJ. 10ML (UND)                                    
90001567,"CYNT 0,2MG (CPR)                                                                "
90001575,"CYNT 0,4MG (CPR)                                                                "
90062175,"CYSTISTAT 40MG (0,8MG/ML) SOL. INJ. 50ML (UND)                                  "
90158288,D.T.I. 100MG PÓ LIOF. SOL. INJ. (UND)                                           
90158296,D.T.I. 200MG PÓ LIOF. SOL. INJ. (UND)                                           
90068033,DACARB 100MG PÓ SOL. LIOF. INJ. (UND)                                           
90068041,DACARB 200MG PÓ SOL. LIOF. INJ. (UND)                                           
94939578,DACRIOCINTILOGRAFIA (UND)                                                       
90194721,DACTIL-OB (DRG)                                                                 
90134117,DAFLON 500MG (450MG+50MG) (CPR)                                                 
90239288,DAFORIN  20MG/ML SOL. ORAL 20ML (GTS)                                           
90239296,DAFORIN 10MG (CAP)                                                              
90105710,DAKTARIN 20MG/G GEL ORAL 40G (GRA)                                              
90105702,DAKTARIN 20MG/ML LOÇÃO 30ML (GTS)                                               
90131320,DALACIN T 10MG/ML SOL. TÓP. FR. 30ML (ML)                                       
90131339,DALACIN-C 300MG (150MG/ML) SOL. INJ. 2ML (AMP)                                  
90131355,DALACIN-C 300MG (CAP)                                                           
90211545,DALMADORM 30MG (CPR)                                                            
90262727,DALSY 200MG/ML SOL. ORAL FR. 15ML (GTS)                                         
90262654,DALSY 400MG / (CP)                                                              
90262700,DALSY 600MG (CPR)                                                               
90194730,DAONIL 5MG (CPR)                                                                
90074009,DARAPRIM 25MG (CPR)                                                             
90131371,DAUNOBLASTINA PO LIOF.+DIL. (MG)                                                
90128540,"DDAVP 0,1MG (CPR)                                                               "
90128524,"DDAVP 0,1MG/ML SPRAY NASAL FR. 2,5ML (UND)                                      "
90128559,"DDAVP 0,2MG (CPR)                                                               "
90128621,DDAVP 4MCG/ML SOL. INJ. 1ML (AMP)                                               
90003519,"DECADRON 0,1MG/ML ELIXIR 120ML (ML)                                             "
90003527,"DECADRON 0,5MG (CPR)                                                            "
90003535,"DECADRON 0,75MG (CPR)                                                           "
90003543,DECADRON 2MG/ML SOL. INJ. 1ML (UND)                                             
90003560,DECADRON 4MG (CPR)                                                              
90003551,"DECADRON 4MG/ML SOL. INJ. 2,5ML (UND)                                           "
90003578,DECADRON SOL. NASAL SPRAY 20ML (ML)                                             
90003500,DECADRON SOL. OFT. FR. 5ML (GTS)                                                
90003497,DECADRONAL 8MG/ML SOL. INJ. 2ML (UND)                                           
90200764,DECA-DURABOLIN 25MG/ML SOL. INJ. 1ML (AMP)                                      
90200772,DECA-DURABOLIN 50MG/ML SOL. INJ. 1ML (AMP)                                      
90003586,"DECONGEX PLUS 0,4MG/ML+1MG/ML XPE 120ML (ML)                                    "
90003616,"DECONGEX PLUS 2MG/ML+2,5MG/ML SOL. ORAL 20ML (GTS)                              "
90239865,"DEFLAIMMUN 22,75 MG/ML SUSP. ORAL 13ML / GERMED (GTS)                           "
90144171,"DEFLANIL 7,5MG (CPR)                                                            "
90083741,DEFLAZACORTE 30MG (CPR)                                                         
90083750,DEFLAZACORTE 6MG (CPR)                                                          
95376429,"DELTACID 0,2MG/ML LOÇÃO 100ML (ML)                                              "
94939381,DEMARCACAO RADIOISOTOPICA DE LESOES (UND)                                       
90000315,DEPACON 100MG/ML SOL INJ 5ML / (AMP)                                            
90000323,DEPAKENE 250MG (CPR)                                                            
90000331,DEPAKENE 300MG (CPR)                                                            
90000340,DEPAKENE 500MG (CPR)                                                            
90000358,DEPAKENE 50MG/ML XPE. 100ML (ML)                                                
90000374,DEPAKOTE 250MG. (CPR)                                                           
90000382,DEPAKOTE 500MG (CPR)                                                            
90000439,DEPAKOTE ER 500MG (CPR)                                                         
90000463,DEPAKOTE SPRINKLE 125MG (CAP)                                                   
90131380,DEPO-MEDROL 40MG/ML SUSP. INJ. 2ML (UND)                                        
90131401,DEPO-PROVERA 150MG/ML SUSP. INJ. 1ML (UND)                                      
90131410,DEPO-PROVERA 50MG/ML SUSP. INJ. 1ML (UND)                                       
90239903,DEPOSTERON 100MG/ML SOL. INJ. 2ML (AMP)                                         
90194748,"DERMATOP 0,25% (2,5MG/G) CREME 20G (GRA)                                        "
90194756,"DERMATOP 0,25% (2,5MG/G) POMADA 20G (GRA)                                       "
90202716,DERMAZINE 1% (10MG/G) CREME 30G (GRA)                                           
90137191,DERMDRYL LOÇÃO 120ML / (ML)                                                     
90036417,DERMICON SOL. TÓP. 60ML (ML)                                                    
90244672,DERMOBENE 10MG/ML SOL. TÓP. 20ML (GTS)                                          
90217012,DERMODEX 100.000UI/G+200MG/G POMADA 60G (GRA)                                   
90126386,DERMOMAX 40MG/G CREME 30G (GRA)                                                 
90036450,"DERMOXIN 0,5MG/G+10MG/G POMADA 10G (GRA)                                        "
90207920,DERMS 50MG/G+5MG/G POMADA 30G (GRA)                                             
